date,year,month_of_year,month,city,country,max_temp_c,min_temp_c,avg_temp_c,lat,lon,timezone_id,alpha-3,region,month_year
2023-06-23,2023,June     ,6,Paris,France,26.2,13.7,20.1,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-21,2023,June     ,6,Paris,France,27.1,17.4,21.9,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-01,2023,June     ,6,Paris,France,26.4,13.4,19.1,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-19,2023,June     ,6,Paris,France,25.9,16.8,20.9,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-13,2023,June     ,6,Paris,France,28.8,15.9,22.0,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-20,2023,June     ,6,Paris,France,24.9,16.7,20.5,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-28,2023,June     ,6,Paris,France,25.1,15.0,20.5,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-12,2023,June     ,6,Paris,France,28.3,16.2,21.7,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-25,2023,June     ,6,Paris,France,31.8,16.8,24.6,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-26,2023,June     ,6,Paris,France,23.8,16.3,19.8,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-08,2023,June     ,6,Paris,France,27.5,13.6,20.8,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-04,2023,June     ,6,Paris,France,24.3,12.0,18.6,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-30,2023,June     ,6,Paris,France,23.6,13.9,18.6,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-24,2023,June     ,6,Paris,France,28.5,15.0,21.9,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-22,2023,June     ,6,Paris,France,20.8,15.6,17.9,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-07,2023,June     ,6,Paris,France,26.2,13.6,20.3,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-05,2023,June     ,6,Paris,France,24.6,12.2,19.0,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-27,2023,June     ,6,Paris,France,24.5,13.4,19.2,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-10,2023,June     ,6,Paris,France,26.0,18.4,21.8,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-15,2023,June     ,6,Paris,France,28.2,15.6,22.0,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-06-18,2023,June     ,6,Paris,France,28.4,17.4,21.3,48.87,2.33,Europe/Paris,FRA,Europe,June      2023
2023-07-13,2023,July     ,7,Paris,France,25.5,15.4,20.4,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-11,2023,July     ,7,Paris,France,30.6,17.8,24.4,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-21,2023,July     ,7,Paris,France,25.1,16.2,19.5,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-24,2023,July     ,7,Paris,France,23.6,17.1,19.9,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-03,2023,July     ,7,Paris,France,23.9,14.2,18.6,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-09,2023,July     ,7,Paris,France,28.4,19.2,22.1,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-27,2023,July     ,7,Paris,France,22.3,17.8,19.6,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-02,2023,July     ,7,Paris,France,22.5,13.4,18.1,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-01,2023,July     ,7,Paris,France,23.1,15.2,18.6,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-07,2023,July     ,7,Paris,France,30.6,15.8,23.5,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-08,2023,July     ,7,Paris,France,32.0,18.6,25.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-29,2023,July     ,7,Paris,France,24.2,16.6,20.1,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-22,2023,July     ,7,Paris,France,26.3,13.9,20.2,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-15,2023,July     ,7,Paris,France,24.7,18.9,21.2,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-30,2023,July     ,7,Paris,France,23.4,14.7,19.4,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-18,2023,July     ,7,Paris,France,29.7,14.4,22.3,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-12,2023,July     ,7,Paris,France,25.6,16.5,21.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-14,2023,July     ,7,Paris,France,30.5,15.1,23.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-28,2023,July     ,7,Paris,France,22.7,17.3,19.5,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-05,2023,July     ,7,Paris,France,21.2,11.4,16.7,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-31,2023,July     ,7,Paris,France,21.8,17.0,19.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-10,2023,July     ,7,Paris,France,29.5,17.9,23.4,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-17,2023,July     ,7,Paris,France,25.6,15.1,20.4,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-23,2023,July     ,7,Paris,France,21.5,16.5,19.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-26,2023,July     ,7,Paris,France,23.6,13.3,18.8,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-06,2023,July     ,7,Paris,France,25.0,12.8,19.3,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-16,2023,July     ,7,Paris,France,23.8,14.9,19.9,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-04,2023,July     ,7,Paris,France,23.2,12.6,18.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-20,2023,July     ,7,Paris,France,26.3,14.2,20.1,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-25,2023,July     ,7,Paris,France,21.0,13.8,16.9,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-07-19,2023,July     ,7,Paris,France,25.6,15.5,21.0,48.87,2.33,Europe/Paris,FRA,Europe,July      2023
2023-08-24,2023,August   ,8,Paris,France,30.1,20.8,24.9,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-02,2023,August   ,8,Paris,France,23.3,16.1,19.4,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-08,2023,August   ,8,Paris,France,22.8,13.6,18.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-06,2023,August   ,8,Paris,France,20.1,13.5,16.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-10,2023,August   ,8,Paris,France,26.9,15.0,21.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-18,2023,August   ,8,Paris,France,30.6,19.3,24.8,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-15,2023,August   ,8,Paris,France,25.3,18.0,21.9,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-13,2023,August   ,8,Paris,France,24.6,16.1,20.4,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-30,2023,August   ,8,Paris,France,22.3,14.0,17.6,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-26,2023,August   ,8,Paris,France,23.9,15.0,19.1,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-11,2023,August   ,8,Paris,France,28.6,17.9,22.7,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-21,2023,August   ,8,Paris,France,28.4,18.5,23.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-27,2023,August   ,8,Paris,France,21.0,13.7,17.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-01,2023,August   ,8,Paris,France,22.1,16.4,19.1,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-20,2023,August   ,8,Paris,France,30.2,18.5,24.5,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-25,2023,August   ,8,Paris,France,23.5,18.1,20.7,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-16,2023,August   ,8,Paris,France,26.6,17.1,21.5,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-29,2023,August   ,8,Paris,France,21.9,13.1,17.2,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-17,2023,August   ,8,Paris,France,27.8,18.0,22.9,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-03,2023,August   ,8,Paris,France,19.4,15.3,17.1,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-28,2023,August   ,8,Paris,France,22.0,14.2,17.6,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-19,2023,August   ,8,Paris,France,27.9,22.2,24.8,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-23,2023,August   ,8,Paris,France,31.2,18.8,24.5,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-07,2023,August   ,8,Paris,France,21.3,12.2,16.8,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-12,2023,August   ,8,Paris,France,26.3,19.4,21.6,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-22,2023,August   ,8,Paris,France,30.8,18.2,24.0,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-31,2023,August   ,8,Paris,France,18.4,12.8,15.8,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-09,2023,August   ,8,Paris,France,23.4,15.2,19.6,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-05,2023,August   ,8,Paris,France,18.2,13.0,15.5,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-14,2023,August   ,8,Paris,France,28.6,16.1,21.9,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-08-04,2023,August   ,8,Paris,France,22.7,13.1,17.3,48.87,2.33,Europe/Paris,FRA,Europe,August    2023
2023-09-19,2023,September,9,Paris,France,22.6,14.9,18.6,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-02,2023,September,9,Paris,France,27.7,16.3,21.7,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-21,2023,September,9,Paris,France,20.2,14.6,17.0,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-11,2023,September,9,Paris,France,28.4,21.7,24.9,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-07,2023,September,9,Paris,France,33.4,19.6,26.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-27,2023,September,9,Paris,France,26.2,16.8,21.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-30,2023,September,9,Paris,France,21.9,12.6,17.1,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-14,2023,September,9,Paris,France,25.2,18.1,21.6,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-03,2023,September,9,Paris,France,29.6,18.2,23.6,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-26,2023,September,9,Paris,France,24.9,15.9,20.1,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-29,2023,September,9,Paris,France,23.6,16.0,20.0,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-08,2023,September,9,Paris,France,35.2,22.9,28.6,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-16,2023,September,9,Paris,France,27.1,17.9,21.5,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-15,2023,September,9,Paris,France,28.2,16.3,21.9,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-28,2023,September,9,Paris,France,24.2,16.2,20.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-20,2023,September,9,Paris,France,24.9,16.0,20.3,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-01,2023,September,9,Paris,France,23.8,16.0,19.4,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-12,2023,September,9,Paris,France,20.4,18.2,18.8,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-05,2023,September,9,Paris,France,34.2,19.2,26.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-10,2023,September,9,Paris,France,34.6,22.8,28.3,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-24,2023,September,9,Paris,France,21.3,11.4,16.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-18,2023,September,9,Paris,France,24.5,17.2,20.8,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-25,2023,September,9,Paris,France,24.2,13.3,18.4,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-04,2023,September,9,Paris,France,29.6,18.3,23.6,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-13,2023,September,9,Paris,France,21.0,16.1,18.9,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-22,2023,September,9,Paris,France,19.4,11.8,15.0,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-06,2023,September,9,Paris,France,33.1,21.7,26.8,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-09,2023,September,9,Paris,France,34.1,23.1,28.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-17,2023,September,9,Paris,France,27.8,17.3,22.2,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-09-23,2023,September,9,Paris,France,18.2,11.1,14.7,48.87,2.33,Europe/Paris,FRA,Europe,September 2023
2023-10-04,2023,October  ,10,Paris,France,19.1,12.7,15.6,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-30,2023,October  ,10,Paris,France,12.6,10.7,12.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-22,2023,October  ,10,Paris,France,16.9,12.1,13.9,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-21,2023,October  ,10,Paris,France,14.2,10.8,12.5,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-19,2023,October  ,10,Paris,France,18.4,14.2,15.5,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-02,2023,October  ,10,Paris,France,28.8,17.7,22.9,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-12,2023,October  ,10,Paris,France,24.4,18.5,21.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-01,2023,October  ,10,Paris,France,27.0,15.2,20.7,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-15,2023,October  ,10,Paris,France,14.0,9.7,12.2,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-26,2023,October  ,10,Paris,France,15.8,11.3,13.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-14,2023,October  ,10,Paris,France,18.7,12.3,14.5,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-27,2023,October  ,10,Paris,France,15.5,11.0,12.8,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-31,2023,October  ,10,Paris,France,14.7,9.0,11.7,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-05,2023,October  ,10,Paris,France,19.8,12.8,16.3,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-25,2023,October  ,10,Paris,France,13.8,11.3,12.8,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-16,2023,October  ,10,Paris,France,14.1,6.8,10.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-29,2023,October  ,10,Paris,France,14.2,12.6,13.2,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-09,2023,October  ,10,Paris,France,25.8,15.8,20.4,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-13,2023,October  ,10,Paris,France,27.1,18.4,21.4,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-24,2023,October  ,10,Paris,France,16.5,10.9,13.4,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-03,2023,October  ,10,Paris,France,23.4,14.7,19.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-08,2023,October  ,10,Paris,France,25.3,15.8,20.0,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-11,2023,October  ,10,Paris,France,25.4,17.1,21.2,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-18,2023,October  ,10,Paris,France,22.1,14.4,16.9,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-20,2023,October  ,10,Paris,France,17.4,13.9,15.5,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-28,2023,October  ,10,Paris,France,14.5,10.9,12.8,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-23,2023,October  ,10,Paris,France,16.1,11.4,13.6,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-17,2023,October  ,10,Paris,France,17.6,6.4,11.9,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-10,2023,October  ,10,Paris,France,27.9,16.6,21.5,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-07,2023,October  ,10,Paris,France,24.5,13.8,18.7,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-10-06,2023,October  ,10,Paris,France,21.8,13.7,17.4,48.87,2.33,Europe/Paris,FRA,Europe,October   2023
2023-11-16,2023,November ,11,Paris,France,13.0,8.9,10.5,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-15,2023,November ,11,Paris,France,13.4,9.5,11.4,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-22,2023,November ,11,Paris,France,9.6,5.9,7.6,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-28,2023,November ,11,Paris,France,7.7,3.7,6.2,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-20,2023,November ,11,Paris,France,12.3,9.9,10.9,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-24,2023,November ,11,Paris,France,11.1,4.9,9.1,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-18,2023,November ,11,Paris,France,13.4,8.6,10.4,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-27,2023,November ,11,Paris,France,8.7,4.4,6.1,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-06,2023,November ,11,Paris,France,13.5,8.9,10.6,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-30,2023,November ,11,Paris,France,5.0,3.3,4.1,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-04,2023,November ,11,Paris,France,13.3,7.7,10.1,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-17,2023,November ,11,Paris,France,11.0,7.4,8.8,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-21,2023,November ,11,Paris,France,12.1,7.8,9.5,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-09,2023,November ,11,Paris,France,12.6,7.9,10.5,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-01,2023,November ,11,Paris,France,13.8,11.1,12.3,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-02,2023,November ,11,Paris,France,12.9,9.1,11.3,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-11,2023,November ,11,Paris,France,11.4,6.7,8.7,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-08,2023,November ,11,Paris,France,12.6,7.6,10.1,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-29,2023,November ,11,Paris,France,7.1,4.1,5.3,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-26,2023,November ,11,Paris,France,7.0,4.5,5.6,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-12,2023,November ,11,Paris,France,12.9,7.1,10.0,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-13,2023,November ,11,Paris,France,16.6,11.8,14.5,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-10,2023,November ,11,Paris,France,11.0,6.6,8.8,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-23,2023,November ,11,Paris,France,11.9,6.8,9.8,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-03,2023,November ,11,Paris,France,12.1,6.3,8.9,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-19,2023,November ,11,Paris,France,15.0,11.7,13.4,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-14,2023,November ,11,Paris,France,14.0,11.1,12.3,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-25,2023,November ,11,Paris,France,7.3,4.0,5.4,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-05,2023,November ,11,Paris,France,13.3,10.4,11.6,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-11-07,2023,November ,11,Paris,France,12.5,7.6,9.8,48.87,2.33,Europe/Paris,FRA,Europe,November  2023
2023-12-04,2023,December ,12,Paris,France,8.0,1.7,5.0,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-05,2023,December ,12,Paris,France,7.1,5.1,6.5,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-03,2023,December ,12,Paris,France,3.5,-0.3,1.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-31,2023,December ,12,Paris,France,10.9,7.5,9.1,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-21,2023,December ,12,Paris,France,11.6,9.2,10.5,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-06,2023,December ,12,Paris,France,7.3,4.1,5.9,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-12,2023,December ,12,Paris,France,12.6,9.5,10.8,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-01,2023,December ,12,Paris,France,4.4,-0.4,2.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-18,2023,December ,12,Paris,France,8.5,4.1,5.8,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-15,2023,December ,12,Paris,France,9.9,6.7,7.9,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-24,2023,December ,12,Paris,France,11.4,7.8,9.8,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-27,2023,December ,12,Paris,France,10.3,7.9,9.1,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-08,2023,December ,12,Paris,France,10.1,6.5,8.0,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-10,2023,December ,12,Paris,France,13.1,7.2,9.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-14,2023,December ,12,Paris,France,8.5,7.2,7.9,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-02,2023,December ,12,Paris,France,3.2,-1.1,0.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-16,2023,December ,12,Paris,France,8.6,4.9,6.5,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-28,2023,December ,12,Paris,France,10.9,9.0,9.9,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-25,2023,December ,12,Paris,France,11.6,9.3,10.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-20,2023,December ,12,Paris,France,9.0,5.4,7.3,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-26,2023,December ,12,Paris,France,11.6,9.3,10.4,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-29,2023,December ,12,Paris,France,11.0,8.6,9.8,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-30,2023,December ,12,Paris,France,10.8,7.3,9.2,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-13,2023,December ,12,Paris,France,10.4,7.6,9.2,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-23,2023,December ,12,Paris,France,10.6,7.1,9.1,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-19,2023,December ,12,Paris,France,9.2,3.8,6.4,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-17,2023,December ,12,Paris,France,8.8,4.5,6.3,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-22,2023,December ,12,Paris,France,11.6,9.3,10.5,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-11,2023,December ,12,Paris,France,12.6,10.5,11.6,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-07,2023,December ,12,Paris,France,6.7,3.9,5.3,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2023-12-09,2023,December ,12,Paris,France,13.0,6.5,9.0,48.87,2.33,Europe/Paris,FRA,Europe,December  2023
2024-01-28,2024,January  ,1,Paris,France,10.3,3.7,6.5,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-21,2024,January  ,1,Paris,France,7.1,-0.8,3.2,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-24,2024,January  ,1,Paris,France,13.1,10.4,12.2,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-16,2024,January  ,1,Paris,France,1.9,-1.0,0.1,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-05,2024,January  ,1,Paris,France,10.3,6.2,8.0,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-02,2024,January  ,1,Paris,France,11.6,9.0,10.6,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-27,2024,January  ,1,Paris,France,7.8,2.5,4.8,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-22,2024,January  ,1,Paris,France,11.9,7.0,9.2,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-18,2024,January  ,1,Paris,France,1.0,-2.7,-0.5,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-10,2024,January  ,1,Paris,France,1.4,-1.5,-0.7,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-01,2024,January  ,1,Paris,France,9.6,6.3,7.9,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-03,2024,January  ,1,Paris,France,12.0,9.8,10.9,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-11,2024,January  ,1,Paris,France,3.4,-0.6,0.6,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-08,2024,January  ,1,Paris,France,0.7,-2.1,-0.8,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-25,2024,January  ,1,Paris,France,11.9,10.3,11.0,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-14,2024,January  ,1,Paris,France,3.4,-0.5,1.1,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
2024-01-26,2024,January  ,1,Paris,France,11.7,5.6,9.7,48.87,2.33,Europe/Paris,FRA,Europe,January   2024
